"date","daily.returns"
2017-03-01,0
2017-03-02,-0.00577929036640223
2017-03-03,0.000531863783025166
2017-03-06,-0.0032548522795135
2017-03-07,-0.00284639266578279
2017-03-08,-0.00199610982118292
2017-03-09,0.000811454580518012
2017-03-10,0.00328751409107908
2017-03-13,0.000694039494434362
2017-03-14,-0.00333158676435186
2017-03-15,0.00840739727902173
2017-03-16,-0.00158966709767794
2017-03-17,-0.00131015401814805
2017-03-20,-0.00198192471033487
2017-03-21,-0.0123192137926261
2017-03-22,0.00192622985183766
2017-03-23,-0.0010488574729276
2017-03-24,-0.000845755100194689
2017-03-27,-0.00101754414786648
2017-03-28,0.00725896159053252
2017-03-29,0.0012893850530169
2017-03-30,0.00296585800119731
2017-03-31,-0.00225350999852414
2017-04-03,-0.00159313497218772
2017-04-04,0.000721702592912266
2017-04-05,-0.00295310955505323
2017-04-06,0.00222752160101636
2017-04-07,-0.000823226325525117
2017-04-10,0.000744307486936657
2017-04-11,-0.00129340529505995
2017-04-12,-0.00374613956388337
2017-04-13,-0.00680824702138749
2017-04-17,0.00861726073450675
2017-04-18,-0.00287660608813955
2017-04-19,-0.00157686717496064
2017-04-20,0.00758300246300858
2017-04-21,-0.00303555468910055
2017-04-24,0.0108572543820746
2017-04-25,0.00609211026845724
2017-04-26,-0.000474700263659478
2017-04-27,0.000655642222586517
2017-04-28,-0.00190483661623775
2017-05-01,0.00173615568453345
2017-05-02,0.00118892027391215
2017-05-03,-0.00107006370907237
2017-05-04,0.000635795048439913
2017-05-05,0.00410109329372355
2017-05-08,0.000138704992023619
2017-05-09,-0.000979264172641381
2017-05-10,0.00151369815276992
2017-05-11,-0.00184054794380317
2017-05-12,-0.00145996370387991
2017-05-15,0.00489897917667337
2017-05-16,-0.000486432872013109
2017-05-17,-0.0178834182340426
2017-05-18,0.00370659204570467
2017-05-19,0.00678893076131537
2017-05-22,0.00518051554312771
2017-05-23,0.00186033272819031
2017-05-24,0.00252557437347445
2017-05-25,0.00458074947900355
2017-05-26,0.000442681471521711
2017-05-30,-0.00105036592160834
2017-05-31,-0.000305309685178834
2017-06-01,0.00769356945291078
2017-06-02,0.00372460764214111
2017-06-05,-0.0011823472598419
2017-06-06,-0.00277624845646163
2017-06-07,0.00177842638907233
2017-06-08,0.000294074532590782
2017-06-09,-0.000826620334296146
2017-06-12,-0.000906223938525463
2017-06-13,0.00476782693436695
2017-06-14,-0.000924003608441248
2017-06-15,-0.00205588620504504
2017-06-16,0.000291895591259639
2017-06-19,0.00835954791718208
2017-06-20,-0.0066871453958498
2017-06-21,-0.00049328362276635
2017-06-22,-0.000446781831719978
2017-06-23,0.00156012220179047
2017-06-26,0.000327269096727978
2017-06-27,-0.008072619552001
2017-06-28,0.0090078444424595
2017-06-29,-0.00856873034400885
2017-06-30,0.00158423580201617
2017-07-03,0.00240468889299716
2017-07-05,0.00164832069741849
2017-07-06,-0.00900931706145469
2017-07-07,0.00641455093033083
2017-07-10,0.000932813030246171
2017-07-11,-0.000769816708428794
2017-07-12,0.00739272479046527
2017-07-13,0.00190035663320343
2017-07-14,0.00468999862557484
2017-07-17,-2.10669201254898e-05
2017-07-18,0.000618761894403574
2017-07-19,0.00546455710144955
2017-07-20,-8.58022069974984e-05
2017-07-21,-0.000370309478511466
2017-07-24,-0.00104011163148721
2017-07-25,0.00292052140407484
2017-07-26,0.000286213816645953
2017-07-27,-0.000866757413167552
2017-07-28,-0.00130422391450058
2017-07-31,-0.000724141168416348
2017-08-01,0.00245257381943009
2017-08-02,0.000683208215653597
2017-08-03,-0.00199388770575859
2017-08-04,0.00190787607370657
2017-08-07,0.00167463688021896
2017-08-08,-0.00229507356868019
2017-08-09,-0.000246583029917868
2017-08-10,-0.0141151278454468
2017-08-11,0.00134185740694059
2017-08-14,0.0100979937892216
2017-08-15,-0.000268320807970679
2017-08-16,0.00170432442732893
2017-08-17,-0.0153925279199614
2017-08-18,-0.00180876799224927
2017-08-21,0.00119236508162768
2017-08-22,0.00997702118667987
2017-08-23,-0.00336304950318522
2017-08-24,-0.00205587891232095
2017-08-25,0.00178490849809454
2017-08-28,0.000530545332876553
2017-08-29,0.000982241498957093
2017-08-30,0.00487485753861705
2017-08-31,0.00576681530206202
